chunk_id,section_id,chunk_seq,start_char,end_char,text_chunk
SEC240141529945_C07,240141529945,7,3287,3945,"To investigate whether MI-2 maintains the characteristic effects of conventional GPX4 inhibitors on drug-resistant cell lines, we established lenvatinib-resistant and FGFR4 inhibitor BLU554-resistant Hep3B cells ( SI Appendix, Fig. S3 G) and treated them with RSL3 or MI-2 in colony formation assays. Interestingly, we found that the resistant cells displayed similar increased sensitivity to both MI-2 and RSL3 treatments, which could be rescued by the addition of ferrostatin-1 ( SI Appendix, Fig. S3 H and I). Collectively, our findings suggest that MI-2 could represent a ferroptosis inducer with potential applications in the treatment of liver cancer."
SEC918823962143_C01,918823962143,1,0,719,"MALT1 Inhibitor Down-Regulates GPX4 through Ubiquitination-Mediated Degradation via RC3H1. Quantitative proteomics analysis revealed that treatment with the MALT1 inhibitor MI-2 led to a reduction of GPX4 protein levels in liver cancer cells, which was confirmed through both in vitro and in vivo validation ( Fig. A – D). To extend our investigation, we used another MALT1 inhibitor safimaltib and observed similar effects in down-regulating GPX4 protein level without affecting its mRNA level ( SI Appendix, Fig. S4 A and B). Since we have found that MALT1-knockout exerts a modulatory effect on GPX4 stability at the posttranscriptional level, we investigated whether MALT1 inhibition would produce similar results."
SEC918823962143_C02,918823962143,2,528,1229,"Since we have found that MALT1-knockout exerts a modulatory effect on GPX4 stability at the posttranscriptional level, we investigated whether MALT1 inhibition would produce similar results. As expected, the reduction in GPX4 protein levels induced by MI-2 could be blocked by the proteasome inhibitor MG132 and facilitated by the protein synthesis inhibitor cycloheximide ( Fig. E and F). Similar effects were not observed when cells were treated with RSL3 or ML210 ( SI Appendix, Fig. S4 C–F), suggesting a distinct role of the MALT1 inhibitor compared to classic GPX4 inhibitor. Additionally, consistent with MALT1 knockout, MI-2-treated cells exhibited increased ubiquitination of GPX4 ( Fig. G)."
SEC918823962143_C03,918823962143,3,1110,1894,"Additionally, consistent with MALT1 knockout, MI-2-treated cells exhibited increased ubiquitination of GPX4 ( Fig. G). Considering that MALT1 regulates GPX4 stability by cleaving the E3 ubiquitin ligase RC3H1, we examined the levels of RC3H1 following MI-2 treatment. Compared to control cells, MI-2-treated cells displayed comparable mRNA levels but increased protein expression of RC3H1 ( Fig. H and I). Importantly, RC3H1 knockdown effectively prevented MALT1 inhibition-induced GPX4 downregulation and ubiquitination ( Fig. J and K). In conclusion, we establish MALT1 as a regulator of GPX4 protein levels. MALT1 inhibition using MI-2 promotes RC3H1-mediated, ubiquitin-dependent degradation of GPX4, a mechanism that can be exploited to induce ferroptosis in liver cancer cells."
SEC726246059565_C01,726246059565,1,0,712,"MALT1 Inhibition Is Synergistic with Sorafenib or Regorafenib. Given that many liver cancer cell lines demonstrate insensitivity to MI-2, we aimed to investigate whether combination treatment could enhance the susceptibility of these cells to ferroptosis induction. Initially, we confirmed that MI-2 effectively reduced GPX4 protein levels in Hep3B, SNU449, and MHCC97H cells, irrespective of their sensitivity to ferroptosis induction ( Fig. A). To determine whether conventional therapeutic drugs used in HCC treatment could synergize with MI-2 in these ferroptosis-insensitive cells, we treated Hep3B, SNU449, and MHCC97H cells with MI-2 and sorafenib, regorafenib, lenvatinib, or the indicated combinations."
SEC726246059565_C02,726246059565,2,447,1096,"To determine whether conventional therapeutic drugs used in HCC treatment could synergize with MI-2 in these ferroptosis-insensitive cells, we treated Hep3B, SNU449, and MHCC97H cells with MI-2 and sorafenib, regorafenib, lenvatinib, or the indicated combinations. Strong synergies between MI-2 and sorafenib or regorafenib were observed in all three cell lines ( Fig. B and SI Appendix, Fig. S5 A). However, no synergistic effect was observed when cells were treated with MI-2 and lenvatinib ( SI Appendix, Fig. S5 A). Sorafenib, regorafenib, and lenvatinib are all clinically approved multikinase inhibitors used in the treatment of advanced HCC."
SEC726246059565_C03,726246059565,3,967,1617,"Sorafenib, regorafenib, and lenvatinib are all clinically approved multikinase inhibitors used in the treatment of advanced HCC. Regorafenib is structurally similar to sorafenib, which may explain the similar synergic effects observed when combining either sorafenib or regorafenib with MI-2. Comparable results were obtained when combining RSL3 with sorafenib or regorafenib ( SI Appendix, Fig. S5 B). Furthermore, we observed ferroptosis-specific mitochondrial alterations and increasing lipid peroxides accumulation in liver cancer cell lines treated with sorafenib when combined with MI-2 ( Fig. C and D) or RSL3 ( SI Appendix, Fig. S5 C and D)."
SEC726246059565_C04,726246059565,4,1370,2079,"Furthermore, we observed ferroptosis-specific mitochondrial alterations and increasing lipid peroxides accumulation in liver cancer cell lines treated with sorafenib when combined with MI-2 ( Fig. C and D) or RSL3 ( SI Appendix, Fig. S5 C and D). Given that sorafenib is a multikinase inhibitor, we conducted kinome-based CRISPR screenings to investigate the mechanisms underlying the synergistic lethality of sorafenib. We found that loss of individual kinase targets of sorafenib did not synergize with GPX4 inhibition. However, it remains possible that the synergy with GPX4 inhibition is due to the simultaneous inhibition of multiple kinase targets of sorafenib ( SI Appendix, Fig. S5 E and Dataset S5)."
SEC726246059565_C05,726246059565,5,1892,2564,"However, it remains possible that the synergy with GPX4 inhibition is due to the simultaneous inhibition of multiple kinase targets of sorafenib ( SI Appendix, Fig. S5 E and Dataset S5). As a multikinase inhibitor, sorafenib has been shown to induce ferroptosis by targeting SLC7A11. To further investigate this, we used 15 N labeled L-cysteine to trace cystine uptake and biosynthesis of GSH. As expected, sorafenib treatment induced a notable reduction in both cystine uptake and biosynthesis of GSH, as evidenced by the decreased utilization of 15 N-labeled L-cysteine ( Fig. E). SLC7A11, as one of the subunits of system x c –, plays a crucial role in cystine uptake."
SEC726246059565_C06,726246059565,6,2286,3035,"As expected, sorafenib treatment induced a notable reduction in both cystine uptake and biosynthesis of GSH, as evidenced by the decreased utilization of 15 N-labeled L-cysteine ( Fig. E). SLC7A11, as one of the subunits of system x c –, plays a crucial role in cystine uptake. We found that expression of SLC7A11 was significantly associated with the sensitivity to GPX4 inhibitor in both liver cancer cell line panel and pan-cancer cell lines ( SI Appendix, Fig. S5 F). Together, these findings suggest that sorafenib may synergize with MI-2 through its activity against SLC7A11. In order to enhance the clinical relevance of our findings, we evaluated synergistic effect of this combination in patient-derived liver cancer organoid (PDO) models."
SEC726246059565_C07,726246059565,7,2868,3541,"In order to enhance the clinical relevance of our findings, we evaluated synergistic effect of this combination in patient-derived liver cancer organoid (PDO) models. The combination of MI-2 and sorafenib notably suppressed the proliferation of these organoids ( Fig. F). To assess whether these in vitro findings could be recapitulated in vivo, we established subcutaneous tumors in nude mice using MHCC97H cells. Consistent with our in vitro results, the combined administration of MI-2 and sorafenib demonstrated a substantial inhibition of tumor growth, accompanied by decreased GPX4 expression and increased lipid peroxidation levels in tumor tissues ( Fig. G and H)."
SEC726246059565_C08,726246059565,8,3283,3920,"Consistent with our in vitro results, the combined administration of MI-2 and sorafenib demonstrated a substantial inhibition of tumor growth, accompanied by decreased GPX4 expression and increased lipid peroxidation levels in tumor tissues ( Fig. G and H). Sorafenib has been approved by the FDA for the treatment of thyroid cancer and kidney cancer, while regorafenib, an analog of sorafenib, has been approved for colorectal cancer treatment. The remarkable synergy observed between MI-2 and sorafenib in liver cancer cells inspired us to investigate the potential of this combination therapy in treating these three types of cancer."
SEC726246059565_C09,726246059565,9,3729,4487,"The remarkable synergy observed between MI-2 and sorafenib in liver cancer cells inspired us to investigate the potential of this combination therapy in treating these three types of cancer. Encouragingly, synergistic effects on cell proliferation were observed when sorafenib or regorafenib was combined with MI-2 in thyroid cancer, kidney cancer, and colorectal cancer cell lines ( SI Appendix, Fig. S6 A–C). CellTiter-Blue viability assay confirmed that the cell death induced by these combinations was attributable to ferroptosis, as evidenced by the rescue effects of ferrostatin-1 ( SI Appendix, Fig. S6 D–F). Furthermore, an increase in lipid ROS levels was noted in KTC-1, OSRC-2, and LoVo cells upon combination treatment ( SI Appendix, Fig. S6 G)."
